"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1970","267","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1971","279","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1972","287","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1973","321","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1974","345","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1975","373","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1976","414","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1977","422","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1978","471","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1979","528","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1980","867.9","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1981","629","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1982","644","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1983","639","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1984","679","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1985","145.2","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1986","139","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1987","142.3","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1988","149.8","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1989","171.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1990","210.4","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1991","136.1","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1992","76.7","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1993","57.1","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1994","56.3","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1995","1969.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1996","2104.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1997","2363.1","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1998","2474.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","1999","2612.4","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2000","2892.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2001","3008.5","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2002","3089.7","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2003","3403.1","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2004","3372.3","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2005","2624.7821675021","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2006","2660.8336726827","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2007","2835.2764396855","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2008","3352.7899817938","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2009","3216.4","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2010","2580.4","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2011","2451.3","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2012","2549.6","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2013","2717.8","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2014","2835.1","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2015","2985.02","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2016","2816.8","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2017","2682.4","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2018","2590.8","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2019","2094.79249","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2020","2152.91678","GWh"
"Consumo de electricidad","Construcción y otros","CUB","192","América Latina","Cuba","2021","2426.65394","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1970","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1971","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1972","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1973","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1974","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1975","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1976","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1977","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1978","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1979","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1980","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1981","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1982","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1983","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1984","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1985","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1986","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1987","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1988","4.7250485420227","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1989","4.8139605522156","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1990","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1991","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1992","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1993","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1994","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1995","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1996","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1997","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1998","","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","1999","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2000","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2001","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2002","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2003","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2004","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2005","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2006","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2007","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2008","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2009","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2010","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2011","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2012","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2013","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2014","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2015","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2016","10","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2017","10.33677621","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2018","10.82253876","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2019","10.95613771","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2020","10.79599","GWh"
"Consumo de electricidad","Transporte","ECU","218","América Latina","Ecuador","2021","10.96231071","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1970","280","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1971","316","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1972","346","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1973","370","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1974","409","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1975","441","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1976","523","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1977","570","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1978","664","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1979","1093","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1980","1197.6744384766","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1981","1313.9534912109","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1982","1360.4650878906","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1983","1325.5814208984","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1984","1360.4650878906","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1985","1395.3488769531","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1986","1406.9766845703","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1987","1360.4650878906","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1988","1385.7630615234","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1989","1408.2255859375","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1990","1657.82846205","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1991","1800.3487491","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1992","1859.78397438","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1993","1874.0533214116","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1994","2067.1240852814","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1995","2159.6280080981","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1996","2241.2420145","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1997","2343.441213","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1998","2381.1004161","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","1999","2072.556317377","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2000","2218.427869571","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2001","2188.765274765","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2002","2692.555853382","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2003","2855.554685935","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2004","3793.041860371","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2005","4128.090005488","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2006","5020.728485786","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2007","4229.929580542","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2008","4386.169231674","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2009","5993.569264443","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2010","6631.452762317","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2011","7180.875394051","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2012","7993.382652953","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2013","8031.358930127","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2014","8419.031466797","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2015","8579.520961523","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2016","8918.978656573","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2017","9469.43741871","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2018","9998.364056973","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2019","10390.00220287","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2020","10142.753904569","GWh"
"Consumo de electricidad","Industrial","ECU","218","América Latina","Ecuador","2021","11380.829015394","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1970","500","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1971","537","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1972","573","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1973","639","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1974","744","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1975","907","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1976","1059","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1977","1244","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1978","1524","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1979","1441","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1980","1034.8836669922","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1981","1116.2790527344","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1982","1209.3023681641","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1983","1337.2093505859","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1984","1337.2093505859","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1985","1395.3488769531","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1986","1418.6046142578","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1987","1662.7906494141","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1988","1684.8182373047","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1989","1708.1485595703","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1990","1537.6959648","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1991","1684.1972169","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1992","1744.57611756","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1993","1771.6309094585","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1994","1938.2328187874","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1995","2108.3608743747","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1996","2429.2171512","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1997","2718.39180708","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1998","2890.16326368","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","1999","2960.30410032","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2000","2803.32","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2001","2915.74","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2002","3098.3","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2003","3269.645","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2004","3515.636","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2005","3702.236","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2006","3896.086555148","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2007","4095.187139331","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2008","4384.857317488","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2009","4672.281960567","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2010","5114.18426914","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2011","5350.948863183","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2012","5628.670860363","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2013","5881.393586464","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2014","6364.000961558","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2015","6927.706602879","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2016","7104.846536734","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2017","7298.001091058","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2018","7400.308658615","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2019","7656.289238408","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2020","8063.215769779","GWh"
"Consumo de electricidad","Residencial","ECU","218","América Latina","Ecuador","2021","7959.115707185","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1970","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1971","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1972","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1973","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1974","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1975","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1976","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1977","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1978","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1979","","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1980","639.53491210938","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1981","674.41857910156","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1982","779.06976318359","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1983","848.83721923828","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1984","906.97674560547","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1985","953.48834228516","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1986","976.74420166016","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1987","1151.1628417969","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1988","1207.83203125","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1989","1228.1224365234","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1990","1609.77546315","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1991","1795.069134","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1992","1881.72832806","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1993","1887.8941878918","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1994","2073.2038620029","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1995","2140.4028329518","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1996","2559.3537843","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1997","2749.63768992","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1998","2939.42741022","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","1999","2687.829736984","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2000","1982.250024449","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2001","2066.50571808","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2002","2160.202762285","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2003","2480.086092613","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2004","2515.100820892","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2005","2681.672863158","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2006","2854.688794737","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2007","3991.000109723","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2008","3972.826323231","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2009","4025.40653489","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2010","4188.548172284","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2011","4632.359079852","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2012","5050.289908065","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2013","5544.575433904","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2014","6030.902187925","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2015","6438.403097599","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2016","6633.42129801","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2017","6796.074713137","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2018","6938.586297664","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2019","7243.545831136","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2020","6648.065943734","GWh"
"Consumo de electricidad","Comercial, servicios, público","ECU","218","América Latina","Ecuador","2021","6990.563201029","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1970","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1971","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1972","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1973","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1974","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1975","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1976","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1977","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1978","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1979","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1980","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1981","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1982","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1983","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1984","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1985","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1986","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1987","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1988","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1989","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1990","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1991","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1992","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1993","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1994","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1995","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1996","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1997","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1998","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","1999","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2000","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2001","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2002","","GWh"
